#id,name,brain side,ts
0,lateralorbitofrontal,right,"-3.2621255,-3.1168995,-1.1890328,-2.9164279,-3.1863577,0.59236425,0.66947854,-0.43232319,-0.011394875,-0.46567246,-0.6374011,-3.0377197,-5.4095159,-0.67157018,0.95384198,-0.45199296,-2.058609,-3.517019,-1.0064315,-8.1816568,-2.2700813,-3.7423153,-0.24030283,4.0910439,0.75989383,2.184216,4.8312631,2.5699329,3.7292421,3.4862673,3.1545861,3.3527927,0.17738318,0.39216876,2.253962,-1.3612823,-2.7512443,2.1592648,1.1524647,-0.10831689,0.27935585,2.2702274,-2.7341011,-4.11202,0.32097843,-1.3256973,-1.2225971,2.453757,-1.1017655,-1.5512807,0.76564258,-1.6262034,-2.3599002,0.33123884,-0.40075132,-0.81407183,0.78202152,-0.44280547,-0.093383051,2.16554,-0.036119141,-0.0198057,2.9891818,0.69040781,-1.3836367,0.81892198,1.3268507,0.24245186,0.089869373,-0.11809378,0.23725054,0.50250447,-0.69612253,-1.4723881,1.4217672,-0.34802538,-1.5179689,-3.1678472,-1.8211046,-0.21282603,-2.3076837,-1.3314816,0.96262038,-1.4387678,-1.9618052,2.0326393,2.2061327,0.43339777,3.7792461,3.5807571,0.48008204,2.1886585,-0.54484129,-0.84158605,3.383081,0.2019849,-2.1944604,2.2512228,0.17802428,0.25505218,2.306535,-0.80043358,-3.2093716,1.7813656,-2.1585362,-0.94904512,1.4365969,0.019057777,-1.1471949,-1.0512329,-2.430588,-2.3083661,-0.57127631,1.3675047,2.8274388,0.1707658,2.6497726,2.3276114,-0.71733999,0.47310823,0.75153726,-1.015167,1.2465147,-2.0729358,-1.2336358,-0.14785697,0.10874979,1.7093695,0.58629322,-1.5344926,1.5432018,-0.072011992,-1.6568792,1.8131484,-0.41397873,2.2083232,3.3394945,1.4641577,0.11746971,2.7844188,1.4717119,0.14817248,1.5518194,-0.29941913,-0.69489706,3.2402141,0.28098753,0.34168777,1.0915107,-0.24982108,-1.4986678,-0.44622001,0.39879441,-0.18002844,2.3605907,-0.10576085,-0.96345645,2.9170718,1.56827,-1.7869142,-1.6355619,-0.46863839,1.3665936,2.9880264,4.3228183,1.5891523,2.1250923,2.1037419,0.13814545,0.97860295,3.024332,0.096391976,-1.3772261,0.7016955,-0.30756864,-2.0868847,1.882988,1.9217323,1.2574739,3.3065665,0.99675417,1.8654559,2.6302335,0.23553886,2.3787904,5.58039,-0.051633172,-2.4013736,0.85705793,-1.3252659,0.6115225,0.051551681,0.23338042,-1.0593964,1.9067301,-1.8783531,-2.4103332,0.17089948,0.22881606,-0.71225262,0.4067902,0.8020857,-1.17194,1.0905502,0.75412416,-1.8775527,0.41788581,1.7108355,0.02636495,3.3003128,0.68773037,0.78047597,3.0591908,-1.4287443,-4.7251325,-3.4646347,-3.8116214,-3.6383438,-5.8643575,-3.1764295,-5.7504005,-0.37440082,-1.7174981,3.4162152,3.3205032,3.4116607,6.1730614,0.72931534,0.25959489,3.3460443,-0.028052803,-1.779393,-0.0037347216,0.1516775,-1.731897,1.9537437,-1.572531,-5.652492,-2.0592554,-3.8806996,-3.0025427,0.53856808,-2.0659771,-2.9206746,1.8736635,0.48686537,-1.2971781,1.0733607,-1.259498,-0.69956392,-0.64599216,-4.9126248,1.8064951,-0.10779624,0.043992095,1.6519169,-0.51082075,-2.6389043,0.07979963,0.53691453,0.30490375,-0.0011003235,-1.1605301,-2.5367482,2.7163215,0.84209311,-0.065822564,2.0354111,2.011596,-1.1566724,-0.28119189,-1.8937782,-1.1122966,0.34319717,-1.9578255,-3.636519"
1,parsorbitalis,right,"1.6875675,3.662786,10.414807,6.4410162,6.1027346,12.097743,6.3888254,0.82596761,-0.19220659,-6.0097556,-4.3480024,-10.164555,-2.8532279,4.4774594,3.4242597,-2.2488163,-9.3197908,-5.3025374,-4.1508236,-15.988203,-12.221639,-15.128151,-2.3953094,8.468544,8.9928675,7.4371967,9.4521389,6.7932043,9.5062122,8.6490841,13.340734,9.1427126,2.5334823,-6.5551848,-1.9323983,-2.2747176,-7.9104781,2.5115693,4.9029794,3.8972609,-2.4647486,-7.134562,-13.744647,-15.562212,-11.803457,-4.2100105,-1.8213619,-0.65164775,-4.652781,-4.9007239,-2.6539369,-10.112508,-5.339303,-0.31818041,0.71627861,-1.2809448,-2.02829,3.1865897,4.1602111,6.1972971,5.1121564,1.1783416,4.0464644,-0.71828228,-3.8562362,-1.3315858,4.2252707,-0.46399319,-4.6383381,-8.1157932,-0.21796665,0.034742378,-7.8852167,-4.9183369,-0.95433652,-3.8248179,-4.8006921,-1.6488434,-6.9362941,-5.0301137,-7.2251301,-2.5518501,1.9676524,-2.8151801,-6.006937,1.4435791,4.7481956,2.4871478,1.2621949,5.8282104,1.3438101,-1.3208753,-9.3370056,-3.7310019,3.1908479,1.229304,-4.5132227,-2.2911985,-0.28445894,0.49700442,0.57726061,-6.7877407,-9.0352268,-0.82213366,0.14377408,-0.23396799,-0.24073912,-3.6766899,-2.1990228,-0.91788745,-6.1715741,-9.7496061,-4.5351629,2.5528324,4.8101983,5.3437352,8.910882,10.685439,2.3362296,-1.6782849,-3.9213793,-2.3688834,2.506815,-1.3305426,-0.75700641,5.1940155,8.168663,10.795626,5.9290566,2.2874475,2.9047139,7.2153482,7.4502783,12.722344,8.3558483,13.282673,12.469544,11.149526,9.4848623,7.9310217,2.3541951,-0.43916795,1.6375953,1.1436017,-1.8166497,5.5390272,1.6401162,-1.9514827,-2.7596228,2.4805119,-1.8248452,-2.6062248,-2.1282642,-3.3037293,6.2589617,5.6062989,1.4404603,0.61416364,4.9112668,1.072876,-1.945308,-1.952557,7.1636534,9.9456978,6.2463689,2.4140296,-4.2829781,0.1389468,-3.6835012,-1.9019094,1.7657433,-5.7800984,-10.861342,-5.7775917,-2.644928,-3.7988093,2.5028806,4.4734612,1.9442153,2.2784722,3.0397472,6.4698887,4.0799069,-0.69685888,6.4702272,10.754438,4.3006349,-2.8581648,-2.7243779,-7.4112515,-8.7345572,-7.645494,-1.6950725,-3.2392118,-2.4336579,-6.0610886,-5.6342716,-1.0166445,1.28202,0.69832802,0.079505414,2.5745342,1.9533938,5.6006227,7.243094,2.5590539,1.9400597,0.54586047,0.84607542,7.1794419,7.2891607,4.0700083,7.0154424,-0.78700364,-14.100359,-13.647532,-12.73923,-6.6752143,-7.5878739,-13.625958,-9.2973661,-15.46139,-0.78108048,5.8908215,11.967827,13.412807,14.211611,7.6118169,4.4955888,9.1187992,9.69874,2.4276266,4.3672318,2.5593491,0.99433041,5.7775755,1.5171866,-8.4239349,1.2787538,6.1397614,4.3377972,7.8577328,7.0530696,-0.082852945,3.0387092,3.6129775,-6.2630196,-6.6428761,-10.092079,-4.7984242,-3.5627224,-9.3988752,2.3331039,7.6489382,-5.9198604,-3.189878,-5.9390111,-10.736481,-3.1459529,0.47753626,-0.05030781,1.4446,-1.7746347,-3.3402719,7.6421461,5.4289956,-0.62759608,2.5399735,2.7105625,-5.5772471,-7.254272,-7.299087,-6.2634282,-4.2047834,-8.7653236,-9.1902838"
2,frontalpole,right,"-1.7334331,-3.5938141,-4.8414798,-3.4592066,-2.4094985,-4.0377893,-3.0585244,-1.3433615,-1.1220355,0.0005187472,-0.94048095,1.9908783,-0.056989096,-1.525703,3.2092564,-1.7240593,-0.81386822,-2.2172029,-1.5131959,0.61889881,-2.3490691,-1.2489201,3.8447051,1.4662852,4.1243167,5.4676957,0.77711123,2.4991577,4.9370093,0.19908005,2.5794578,0.70716625,2.3931,1.2648891,-2.9190111,0.40758163,2.2835739,-0.022257058,1.3754381,3.128942,2.9078171,0.91130537,2.2332263,6.3153915,-0.98460704,0.79733264,0.28825489,-1.9733255,0.89590055,2.4663365,-0.22631504,-0.65397131,0.82287115,-2.3486719,-2.5578165,-0.77383196,-1.1130184,-0.86090332,-0.62969685,1.1505818,1.1308104,0.39563546,-0.66963357,0.75708205,1.6112908,0.88487512,-4.260149,3.4952254,4.4860992,1.1148065,1.8873136,0.46170413,0.91051471,1.1099658,-1.610922,-0.56906688,-1.0380055,-4.9250584,4.7187419,2.3091874,0.68549651,0.97382075,1.319996,0.97577512,1.3957138,-1.4341036,2.6902564,2.9044178,-1.7436829,0.34749892,1.8524874,-0.02109731,-0.056275982,0.74067652,-2.7107038,-0.72457439,0.48064771,-3.3356605,-0.34276205,0.94027519,-1.116978,-0.65592152,0.34236607,-4.3084607,2.5037694,1.2263706,-2.7031038,0.0747988,2.6945038,-0.16213563,0.62488061,3.530355,2.3886495,3.8123207,-0.65728444,3.2242215,2.3265877,-2.2654021,2.7699513,0.86516744,-1.8306788,0.81238735,-0.26577336,0.1872765,-1.8670799,-1.8147203,-0.29888564,-1.1303488,-2.5091238,-0.0531682,-1.2937268,-1.8391546,0.077619836,-4.3134618,-2.0725863,-1.3169954,-2.0529068,-0.53266805,-0.24822117,-3.4216835,-3.2457595,-3.7391145,-1.9527457,-1.5426234,-0.84921849,-1.14671,-2.199369,-1.8034966,-2.848897,-1.8524697,-1.8579463,-3.0337796,-2.5467875,-2.4043417,-1.0723541,2.4125917,1.1361502,-2.1127105,-0.76792824,-1.9486239,-2.5429296,-0.77230662,-0.51365668,-0.074758582,0.73921889,1.8103898,-2.7142243,-0.90062642,2.3393445,1.8863586,-1.1924748,1.8245481,2.4033728,-0.66899014,0.80065149,1.4168445,1.4108357,-0.60138768,-0.86837459,-4.4401035,-2.9592092,-3.442971,-1.6806328,1.2288915,-1.0754913,-0.51603466,2.000654,-0.79547375,-0.33721823,1.57344,-1.9270608,-0.97646141,1.2341373,-1.3791033,-0.41294065,0.44497359,-1.0275334,-1.3706546,1.6400739,3.1486275,-2.6797156,2.5132079,1.877512,-3.0970457,1.9349339,2.5200346,-0.34653434,1.2887146,0.24531788,-2.4285462,1.7841371,0.090732127,-0.36275131,-0.66946697,-0.25972933,-0.6007691,2.2821581,-5.4000111,-9.7994556,0.51531559,-12.437905,14.133515,3.3049116,0.63844132,4.226119,2.412523,1.956776,3.1913354,0.9898746,1.6793624,1.7107891,1.2194237,1.4581444,2.4922328,0.48339531,-0.036957927,2.8112283,1.8644753,1.3332306,5.4034429,4.3032322,1.8981978,1.7754016,-0.23219515,-0.10436921,2.7738893,0.55026418,-0.27400926,0.86893487,1.9929104,-2.8339131,-10.473713,2.0298746,-0.52350783,-3.1516182,-5.2097645,-0.5958885,1.757179,0.40828186,1.5366722,1.7797679,4.5128298,4.1497302,1.3660139,2.2964432,2.9383938,2.4861562,0.90657407,-1.2075862,-3.094317,-4.8329306,-3.0227978,-1.3085083,-4.020062,-3.1974044,1.2924387"
3,medialorbitofrontal,right,"-3.2586908,-1.7347952,0.66063738,-2.3911979,-3.3314526,2.2014558,3.6015682,2.8746912,4.2109942,-2.8877199,-2.9530988,-4.7740788,-8.220705,-3.9147408,-2.2974534,1.3916894,-1.4827609,-6.6825786,-2.4398365,-8.6685762,-2.5702975,-3.5121334,-0.43900234,4.339386,0.16496041,1.4028113,2.9513495,0.32854342,3.7683747,2.0682063,0.039399423,2.6454756,-0.11268259,-1.3386295,-0.95165157,-4.8995056,-4.7088652,-0.15210748,-1.4531046,-2.9037149,-0.95289338,3.2702012,-0.59573728,-1.641048,3.4517412,-0.52616668,-1.5131427,3.594662,1.0181808,3.3338292,5.5421042,0.54819596,-2.1275768,2.3171847,0.99059135,-0.11439537,1.5401237,-0.27124214,-0.95041662,3.4339457,-0.017915286,-0.69363976,4.1421118,-0.27342328,-3.5994909,0.91279405,0.31503481,-0.80697501,3.6724467,1.8347739,-2.0606728,-0.33297807,1.2553463,1.8438115,4.0581398,-1.2463834,-2.5614667,-2.833257,-2.5529759,-1.1139677,-2.8099904,-2.8221152,0.74264926,0.5325743,-0.55293596,2.413794,-0.13472247,-1.2938956,3.7948196,0.93329591,-1.820309,2.7517574,-0.5570944,-0.72023946,2.9221323,-1.2123295,-3.708936,2.0566809,-4.1519127,-2.2736571,4.1269026,2.4977338,-1.6737647,2.7664797,-1.8194221,-0.45824063,2.9356396,0.081000902,-1.2196711,0.087283477,-2.1945853,-1.1024666,-1.5554557,-2.7712123,-0.70689166,-1.8759974,2.1047904,1.7491913,2.7272725,6.6791387,2.1377378,-2.5519991,0.58230621,-0.30531403,1.8585576,-0.5680781,-2.1580436,2.0075171,-1.5782487,-5.3772316,2.0911055,-1.3587792,-6.1469955,1.8307557,1.2522607,3.7715929,4.8557811,1.6891129,1.4548924,7.367126,4.2217755,2.3424902,2.5213335,-0.62790477,2.042253,3.9512949,0.66751325,2.6308143,4.6505289,2.0037284,-0.26947576,2.3618979,1.6189117,1.8694135,3.5666976,-0.91451168,-2.7468085,1.1034434,-5.4345088,-7.7632241,-4.7701793,-1.5323521,-1.2466836,4.767314,8.6919994,6.1102757,4.0907016,3.5040727,0.30364311,3.4860351,3.1844668,-2.0615871,-2.6236029,1.5016814,1.0327724,-1.1510909,3.5750124,0.60473228,-1.3925179,1.5497303,-0.57265568,1.3532848,3.2930744,0.52946568,1.1107461,4.1594615,-0.87175882,-0.13342801,3.0532534,0.57264477,3.8910873,4.4900107,1.3154045,1.8544755,7.0136418,2.0500746,0.33760631,2.0424986,0.59071964,-1.2467659,-0.4461461,-1.0987468,-5.1682658,-1.4212046,0.85066384,1.3592347,3.9048588,3.6722615,-0.91365558,1.0368254,1.2201952,3.0049348,5.2260332,-1.6542171,-3.4659359,-1.4905822,-4.8422441,-5.3433366,-2.7805023,-6.0090971,-11.303126,-9.3871994,-11.960644,-5.0157099,-5.0511799,-2.8408,6.4916873,2.9083011,0.74340212,4.9278288,-0.13378507,-0.35528213,3.0527143,-0.34136963,-3.0422838,5.3430514,2.9950233,-3.7997837,0.47821441,-1.2074414,-0.65971941,2.8040855,-2.9918206,-5.3687181,0.24022493,-1.1036197,-3.2849731,-0.7484436,-3.3709304,-4.0138569,0.036148015,-4.1188335,-3.0765705,-3.1239932,-6.0437608,-5.0035291,-4.3327579,-4.748076,1.6330267,1.1437756,-1.383713,-2.7971418,-0.95575798,-1.1234393,5.5090694,3.3050919,1.5367086,5.4536896,4.3182368,-0.96000737,3.326458,1.4248173,0.61783981,2.729511,-0.10835297,-3.3372178"
4,parstriangularis,right,"3.9051178,6.9750361,5.1003351,1.977201,5.1447277,6.5230155,8.772337,9.1743603,10.207172,4.5046997,-0.031534832,-5.8801951,-2.6203685,0.39317828,-0.59198439,-1.430883,-2.6582823,-1.1484931,-2.9037001,-5.0508671,-11.873386,-11.296023,1.3100796,6.9984651,7.6815467,8.9816799,10.75796,9.9267292,10.248152,6.1034994,9.0702963,0.84244174,-1.5226158,-3.8385758,-5.0997663,-4.9247346,-4.2237949,-2.17925,-0.63248712,0.49298528,-2.4888468,-4.8213611,-9.4349813,-12.661891,-11.394392,-1.6521416,-4.2571187,-6.672204,-7.7269382,0.69491172,3.0604985,-0.78286922,-0.29202101,-0.84799075,-4.1846962,-6.5583243,-7.1638222,-1.5982839,-0.98758143,-1.0356508,2.7856054,0.10136595,-3.1490893,-4.7062473,-3.2971115,-1.4205308,1.494876,2.5353682,1.8004973,-5.5569401,-6.3871531,-6.1837788,-6.6216955,-2.8521738,-2.0774567,-2.7485943,-2.8688123,-2.2734482,6.105175,-2.2162979,-3.0733962,-1.0656943,-1.6707829,-3.269798,-5.1099195,-2.5579436,1.1768064,0.81413835,1.0592251,2.6277726,1.2379211,-0.61186624,-2.8471115,1.8364154,0.80473453,-3.7915845,-5.7045932,-5.9626799,-4.3091321,-3.9266663,-5.494379,-2.2382553,-0.4841077,2.5553088,5.1174164,4.4571042,5.7795105,3.0588744,0.27910766,1.9774369,-0.26182413,2.4554217,2.7716839,-0.73065913,-3.6966968,2.7144494,5.9862986,9.0412884,9.6503849,6.5434184,2.8757813,-1.4578454,-0.84179801,-0.70764732,-1.4845564,-0.23756945,1.7178034,2.5313222,-0.26192781,-1.2773875,-1.028975,1.8311377,4.4314618,4.0139403,3.3488886,6.4597893,3.800267,6.3468118,5.2043595,1.7713256,-0.3162291,-5.5881987,-8.7596712,-7.1096148,-1.7624469,3.1531208,0.38869476,-1.1077654,-2.96223,0.61715108,-2.2982697,-2.2847152,1.3194158,4.0744872,7.2931433,8.5788231,6.2709045,4.8894444,4.7580175,2.5802269,-1.5838627,2.8480287,11.83071,9.0152531,6.0979371,4.5769272,0.82169497,4.2858462,2.9811697,0.71207792,-1.7268562,-5.0674343,-4.8184352,-3.6646309,-1.5931748,-3.4615943,-1.6320397,0.80886036,1.9462503,4.3095818,4.7603455,3.1484246,-0.42147595,-0.46598047,3.7290509,1.6238828,-1.7292502,-5.920207,-2.5725908,-1.5787618,-4.7596893,-2.5745816,2.1086035,-3.6022325,-4.9177413,-6.7645783,-3.4284084,-4.2791848,-4.2034554,-1.8001983,-4.6401467,-2.5464036,-0.54645568,-1.7293251,-0.78567302,-1.5969908,-2.1320584,-0.30456287,1.7840686,-0.65856415,0.81846374,0.24048789,3.1936102,-2.678139,-4.0786514,-0.28852484,-0.43837261,1.5131767,-0.17446771,0.18106116,-1.1436623,-0.25180894,1.6752226,2.0022223,6.8773203,9.7241764,7.3198018,2.5030797,4.9123955,4.2771397,2.948725,-0.16323318,1.2028028,3.4898584,3.2730062,3.9686027,-3.2772987,-9.3827438,-3.7584336,-3.9413912,-5.357337,-4.8039112,-3.3629262,-3.8916714,-3.2874064,-0.49288294,1.5883735,1.7620746,-0.55622011,1.8925914,0.55754298,0.079643622,3.8147972,-0.99235886,-6.1166797,0.48943239,-4.8332481,-6.7132554,-3.1636841,2.4971478,1.1205858,1.1963674,-0.31384146,-1.1594442,3.4548197,1.2156472,2.4364228,4.3694005,5.3859854,1.6694489,-2.1347427,-1.8348122,-1.258796,-3.0571368,-1.5892036,-1.7863737"
5,parsopercularis,right,"-2.421108,-1.4460067,0.65292001,0.78076667,2.1122639,-1.2920194,-1.0520815,1.1060954,1.1075523,3.2167788,3.8852959,-1.17322,5.4689021,5.4041739,8.6362381,1.5222449,-7.6647959,-5.3456268,1.0999664,-2.3078947,-9.8136892,-8.2807817,-1.3519036,4.0629072,3.9800949,2.1385646,5.5233827,7.4457874,5.418087,1.1543934,8.2606144,2.3786449,-1.1199299,-1.9688212,-0.12277807,-0.6537869,0.36940354,-0.64998966,3.1127586,2.9968798,-0.40201819,-2.3259106,-4.4868789,-8.1622009,-9.0943289,-6.4121108,-3.4241803,-5.9129453,-5.2621918,-1.5872785,-7.7150674,-8.5768356,-8.1617374,-3.9914188,0.05381792,-0.43237659,-4.3504372,-1.5038518,7.3700185,5.1286192,2.777787,3.0469522,2.4265337,1.3539989,3.7237926,2.4740934,1.9081483,3.4467247,0.20562163,0.4216626,4.7693615,-1.0189043,-3.0457687,-2.1004734,-3.4778547,-1.1216528,-0.58448744,-3.7142608,0.66217309,-5.0952215,-2.9717789,0.70942152,1.7744774,0.38237998,-0.15649024,-0.97821409,0.95900607,2.3573675,-1.4317499,3.0778596,5.6513176,-1.2014474,-1.6678888,2.1854022,2.8787208,-0.4973903,-1.5742888,-4.6887631,-1.7562202,-2.5031056,-7.3350434,-4.2325945,-3.5503471,-3.1570942,1.0652466,0.55263263,-2.5008283,-1.5894676,-1.2523621,-0.61513698,-2.3686535,-2.3687019,2.8780706,3.1681845,-0.19468313,5.1852641,2.7812369,4.2774496,4.6332016,-0.24491316,-0.4212158,1.0032563,3.960052,0.69564545,-5.1499019,-6.6391063,0.99112892,1.2487074,1.8375803,2.4791505,-0.49465799,5.0180283,13.3627,8.7000237,6.0716243,7.7692695,6.3055058,3.6986594,1.0748081,-1.7099527,0.14278364,4.096684,0.11259357,-2.511143,0.95374751,1.5157163,5.3752627,-0.078846551,-4.6682215,-5.7049289,-3.0318329,-3.1102226,-1.565308,-1.0204451,2.8031762,4.3849063,3.5089209,2.7859309,0.95339471,4.8434668,-1.8011762,-2.9100556,2.5892601,6.4970798,4.577682,1.5809249,-2.0256324,-1.0255858,2.2790189,1.614731,-2.3498187,-4.5348244,-4.5623765,-5.4120855,0.56632769,2.0251985,-1.241704,-0.78972107,3.6076593,-0.86657614,-1.2999209,1.700338,-1.6548309,-1.6939288,3.2299993,2.5311623,3.3360341,-0.68796474,-6.2119718,-2.1235673,-6.1855993,-7.4889722,-2.1283274,-1.1208605,-6.79316,-8.0653915,-3.6782393,-0.87230355,2.7367637,3.0246365,-1.5261987,2.3207104,3.7412782,1.9875879,1.9617134,0.52826744,1.1148299,1.1078666,1.3273373,3.0642245,1.142379,-0.44831866,1.5964408,-4.4856863,-7.4593959,-3.5449395,-4.4130325,-3.2684035,-1.7665619,-2.4146583,1.4528998,8.4384947,10.479831,8.6142025,13.213702,14.709602,3.5170875,-4.7836986,-5.4565768,-1.0763016,1.7917717,-1.5245324,-5.6747203,-2.1586816,-0.59149325,-1.428259,-4.376092,-8.1131582,-5.3629789,2.9581079,3.4408641,0.82997328,0.90967411,1.3835182,-2.1216767,-5.2262521,-7.3467302,-7.4960089,-1.7405778,5.9959078,3.1501217,4.4442315,3.5443368,-1.9818232,1.0590185,3.1538796,-2.4539709,-5.1404533,-8.666254,-3.4604506,4.4056063,4.0859327,1.3601953,0.96543133,2.2158053,2.5116827,3.0321834,-1.5692208,-2.5923257,1.2845526,0.34070256,2.727107,1.3496746,-2.1670766,-4.8588676,-3.1817884"
6,rostralmiddlefrontal,right,"-6.3145247,-7.036674,1.0604883,-0.29503149,0.093338244,3.441906,-0.16311957,0.10346054,0.14005555,0.72198391,-2.7876873,-8.9300222,-6.3057284,-3.3453662,1.9254051,1.0256494,-7.959075,-8.6760378,-4.3624349,-17.359585,-11.011461,-14.733793,-3.196101,6.2989926,7.3950577,7.4495468,10.354798,9.4384632,10.530879,5.8655057,9.2254267,8.4808464,2.2571213,-3.5799451,-1.4290044,-1.6326044,2.4819794,5.291162,2.4959168,1.1903158,0.62456465,-5.6110802,-12.896381,-14.272216,-11.283263,-11.321197,-4.5664115,-0.11674064,-3.6516006,-0.4477424,-2.4496741,-8.3520432,-5.0495591,2.4534783,4.1945086,7.4032788,2.5618598,-4.5197453,-0.72959691,5.7920785,1.6631858,5.9990234,9.5500641,0.9179213,0.84137535,4.2733512,5.6798096,-0.66856176,-4.1512642,-2.7695923,5.2286825,6.2608404,-0.03994539,-0.21212548,-2.8874619,-5.6124835,-3.0043352,-8.8101988,-6.4120874,-9.7054996,-11.380374,-5.4379725,-0.53550142,-0.46465182,0.88805705,6.37362,3.777662,5.1195331,6.2881975,8.2574024,8.3495541,5.468102,-6.9348226,-4.0591354,6.0466418,2.811728,-0.78316182,2.3083625,0.28516468,2.6712928,-1.3531246,-9.8047304,-12.636127,-3.4414093,-2.1105042,-5.0076466,-1.1026675,-3.703716,-1.8635041,-1.7314498,-12.705802,-11.379358,-1.991218,1.6822585,0.32653847,3.5109189,10.000859,9.1004181,4.5345325,1.2915304,-3.2575305,1.8301901,2.2911813,0.56908727,0.025541183,1.619745,6.7484503,9.1567593,5.6176348,7.8166757,7.5728526,4.3735785,1.3487369,2.7005389,2.6953125,10.463019,11.69189,11.672018,8.5434723,7.8737316,3.1797609,6.2121663,7.1489043,0.82057613,-0.22761476,1.4863749,0.70923465,4.0107517,5.8216119,5.8689337,3.4269724,0.64227265,-1.4947982,-0.50770497,1.5088162,-4.2839861,-5.40446,-2.0357089,-3.8956397,-4.1360464,-7.3727608,-8.2664623,-2.2409394,7.6831336,6.5096436,3.5736654,2.6364341,2.957427,3.4679306,4.2058196,5.6239896,-1.7680235,-3.952054,-1.9826214,-1.5811127,1.7369144,5.7770844,6.2215366,8.5050468,3.0230927,-1.5772676,2.6655662,2.0124359,0.41063711,7.1995816,10.103912,2.4135697,2.6245401,-0.64307475,-5.06919,-2.0322611,-2.6008475,4.5692081,6.0531311,6.6589432,-1.0729897,-2.5099757,4.1121035,2.591666,0.48935086,1.1780045,3.0827801,1.8275321,5.6072731,1.624912,-2.162889,2.8322799,0.57023305,2.564975,8.6570091,4.3201966,3.4876981,2.9870534,-10.62323,-16.631163,-14.214784,-12.957966,-9.3396883,-13.828611,-13.060683,-8.0613651,0.29398602,0.88759595,5.9508085,8.7542009,13.787648,14.783717,6.176475,3.0810499,4.3064661,2.0961754,-0.58676523,-3.3527176,-4.7660618,-6.5681739,-3.00336,-6.0621433,-10.791594,-6.4196868,-6.3645458,-0.099580519,4.3993793,3.3268938,-0.7907111,-1.1406912,-6.2047215,-9.7345581,-6.804172,-7.8140683,0.93087751,3.0990925,1.012012,6.996316,4.1546206,-1.4768083,-2.2981617,-7.6950541,-9.7390594,-6.496428,-4.4783525,-2.0334921,-1.6206592,-4.0660548,-4.4037499,0.3075268,-1.5340469,2.4139612,3.8577821,1.2350452,0.037149012,-0.69603455,-1.9901581,0.070578367,2.6084282,-3.8916028,-3.5830309"
