#source,target,weight
51,75,4.80021593284e-05
51,53,0.00015020452649
51,54,0.0789494384937
51,56,8.62042602218e-05
51,58,0.000162286290758
51,60,3.95700733292e-05
52,76,0.00472030766154
52,52,0.0155759640363
52,53,0.0152584570667
52,54,0.00615327888866
52,55,0.000715866248423
52,79,0.0069774852157
52,60,9.53736884565e-05
53,80,2.52623775258e-05
53,76,0.00127107041422
53,53,0.00646085320773
53,54,0.0156266909672
53,55,0.00633936521473
53,79,5.45264942852e-05
53,60,0.0024625218631
54,54,0.0199025497414
54,55,0.00765966637632
54,56,0.00123266371117
54,58,0.00107374116384
54,60,0.00782910224047
55,55,0.0269086411795
55,58,0.00354317061834
55,60,0.0423243774046
55,61,0.000233492865098
55,64,0.000535798168287
55,66,0.00925693721263
55,67,0.000229722999143
55,72,5.25512028755e-06
55,74,9.13021068831e-05
55,75,0.000143316918815
55,80,0.00119360187734
56,56,0.0132165554577
56,57,0.00685110515689
56,58,0.00120628673928
56,59,0.000113656573723
56,69,2.97222960688e-06
56,70,1.27814787497e-05
56,71,0.0003372718177
56,72,3.40730275484e-05
56,73,3.23344993687e-05
56,74,0.0022698546573
56,75,0.0113793894886
56,76,0.00164142398007
56,77,0.0187284868828
56,78,0.0188321315053
56,82,0.0027995104222
57,82,7.40330051908e-06
57,69,3.88964660251e-06
57,70,0.000806652532981
57,71,0.00401619895064
57,72,0.00059910662488
57,73,0.000473125869568
57,74,0.00200996207488
57,77,0.000397298320197
57,78,0.00125724312042
57,57,0.0118688196374
57,58,0.00217525393348
57,59,0.00260294353583
57,60,7.87991055648e-06
58,58,0.0233758656937
58,59,0.00857261699506
58,60,0.00596862163485
58,61,0.00169480600508
58,62,0.0011491559809
58,63,0.00224133551481
58,64,0.00102610669659
58,65,2.80951035624e-05
58,69,0.000404949867629
58,70,0.00258163962772
58,71,0.000226852391429
58,72,0.00435751057158
58,73,0.00376275786426
58,74,0.00190331380946
58,75,0.0185931328728
58,76,0.000439084874986
58,77,0.00446648303903
58,78,0.011523393424
58,80,0.000173212460995
58,81,8.21145943934e-06
58,82,0.0123432788369
59,82,5.73466488686e-05
59,69,0.00205182462453
59,70,0.00839146347753
59,71,0.00115506501142
59,72,0.00179452169717
59,73,0.0010015465544
59,74,0.000731453520172
59,75,9.44079194887e-06
59,77,0.00122833736093
59,78,0.000738620698822
59,59,0.0171269807747
59,60,1.07770058688e-05
59,63,0.014188491281
60,60,0.0196013583397
60,61,0.000812538266376
60,62,8.67065282109e-05
60,63,0.000227143988907
60,64,6.24080139182e-05
60,66,0.000950201468843
60,67,3.95735812464e-05
60,68,1.85154946054e-05
60,69,4.97176159326e-05
60,70,5.19806479574e-05
60,72,0.000687547215217
60,74,0.000107034616019
60,75,0.00206760714965
60,76,3.78993635385e-05
60,77,3.3463396599e-05
60,78,7.21829775087e-05
60,79,0.000114745000264
60,80,0.00192514733635
60,81,2.28443496168e-05
60,82,3.25235669909e-05
61,64,0.00167041528299
61,69,3.13391962842e-06
61,72,4.41837290669e-05
61,74,5.82570492193e-06
61,82,4.11454792882e-06
61,61,0.0136505869859
61,62,0.0183652226178
61,63,0.00495830287063
62,62,0.0258264707527
62,63,0.00377909514569
62,64,0.0134003258744
62,68,0.000120146977299
62,69,5.19456834519e-05
62,70,5.31335502244e-05
62,72,0.00146340293183
62,74,0.00105945595076
62,75,0.000519375956215
62,76,1.84151826912e-05
62,77,0.000504650771426
62,78,0.000103415495686
62,79,0.000320995308448
62,81,3.16380362065e-05
62,82,2.65785953245e-06
63,63,0.0204620380253
63,64,0.00118439893165
63,65,0.00323194019717
63,68,0.000392833701663
63,69,0.00860244558189
63,70,0.0027836170976
63,71,3.39105959639e-06
63,72,0.004437226155
63,74,0.00267384676447
63,75,9.27635250753e-05
63,77,0.00413753379163
63,78,0.00105860965553
63,80,1.67891710216e-05
63,81,3.54483656703e-06
63,82,0.000461717898064
64,64,0.00896297369953
64,65,0.00435149698585
64,66,0.000838861901341
64,75,0.000609393961844
64,68,0.000193742921765
64,69,0.00121801926868
64,70,0.000376398005699
64,72,0.00571594799473
64,74,0.00118991756589
64,77,0.000253716887467
64,80,0.000406635833934
65,65,0.0132046910227
65,67,0.00146475607291
65,68,0.00115831685775
65,69,0.00329717810112
65,70,0.000319808979861
65,72,3.15054332293e-05
65,75,0.000283899473103
65,66,0.00189263125194
65,77,6.78958613353e-05
65,80,0.00252292473019
65,82,4.51024647621e-06
65,81,1.33471939389e-05
66,66,0.0166189555512
66,67,0.0211421736746
66,68,1.97727988172e-05
66,69,8.5774408055e-05
66,72,8.24211667798e-05
66,75,0.000239183688687
66,77,9.19896960652e-06
66,80,0.00611638488157
67,67,0.00347842611975
67,68,0.00481738946127
67,75,0.000464556855203
67,77,0.000410937238605
67,80,0.012615088481
67,81,0.0064028757981
67,82,2.28902969518e-05
68,68,0.00126771887829
68,69,0.00104558707162
68,70,0.0061183431517
68,81,0.0636354025216
68,72,0.00092585267716
68,74,0.00075907259429
68,75,0.0156354590431
68,76,1.25355223741e-05
68,77,0.00804832897466
68,78,0.0167084308433
68,79,0.00498032720901
68,80,0.00231127102866
68,82,0.000255765227257
69,69,0.0159268069406
69,70,0.00578429116424
69,72,0.000100804651101
69,75,0.00506992273263
69,76,5.39273139954e-05
69,77,0.000296843704199
69,78,1.25254378562e-05
69,79,7.80000336808e-06
69,80,0.000895847885829
69,81,3.03849694002e-05
69,82,2.66077793486e-05
70,70,0.0141679256572
70,71,0.0138323437953
70,72,0.00574609222003
70,74,7.73074094721e-05
70,75,0.00154182689112
70,76,5.43445888913e-06
70,77,0.00179220554451
70,78,0.00220956249601
70,79,0.000101597007843
70,80,0.000150395036494
70,81,1.5323247039e-05
71,71,0.012994543052
71,72,0.0030763438053
71,74,7.55643566918e-06
72,72,0.0115133401438
72,73,0.00607173111354
72,74,0.000832916034132
72,75,0.00324540300421
72,76,0.000143558419794
72,77,0.0036206064465
72,78,0.00103733683867
72,79,2.69232032292e-05
72,80,2.45549977862e-05
72,81,0.000339643728065
72,82,7.07736272758e-06
73,73,0.0227699910611
73,74,0.000346882281292
74,74,0.0185818322994
74,75,0.000973983332534
74,76,0.000359226139601
74,77,0.0342337274959
74,78,0.00420175331807
74,79,0.000559647959816
74,80,0.00116172646223
74,81,0.000163845468741
74,82,8.54047354557e-05
75,75,0.00743185733469
75,76,0.0234768835901
75,77,0.00480797478888
75,78,0.0323466237075
75,79,0.00151078132986
75,80,0.00598018548982
75,81,0.0124148845367
75,82,0.0284796625002
76,76,0.0313617129989
76,77,0.00341220365231
76,78,0.0161012970868
76,79,0.00625975883416
76,80,8.4421028595e-06
76,82,9.16507919147e-05
77,77,0.0150396772012
77,78,0.0280213768803
77,79,0.00494650759948
77,80,0.000345831295749
77,81,0.00333145950611
77,82,0.0070655039053
78,78,0.000646323204091
78,79,0.00658246554736
78,80,0.00165784648207
78,81,0.00446470566429
78,82,0.0485952385712
79,79,0.00917708207801
79,80,0.000162281828958
79,81,0.00136817805104
79,82,8.57225373886e-06
80,80,0.0187758056913
80,81,0.00715478183269
80,82,0.000262590888845
81,81,0.00219006953614
81,82,0.000189138980008
82,82,0.000134825925831
